_id,Inspection ID,Facility ID,Facility Name,Facility Address,Facility Address 2,Facility Municipality Name,Facility City,Facility County,Facility State,Facility Postal Code,Facility Latitude,Facility Longitude,Venue Type,Inspection Date,Inspection End,Inspection Purpose,Inspection Passed,Inspection Number,Inspector Name,"Free Chlorine, Shallow","Free Chlorine, Deep","Combined Chlorine, Shallow","Combined Chlorine, Deep","Free Bromine, Shallow","Free Bromine, Deep","pH Value, Shallow","pH Value, Deep",Cyanuric Acid,Turnover,Enclosure,Main Drain Visible,Safety Equipment,Disinfectant Level,pH Balance,No Imminent Health Hazards,Abated Date
127746,203413,2455,VIRGINIA MANSIONS CONDO POOL,2120 GREENTREE ROAD,,Scott Township,PITTSBURGH,Allegheny County,PA,15220,40.39232938,-80.07102594,POOL (CONDO INDOOR),2022-12-21T14:00:00,2022-12-22T15:00:00,INITIAL INSPECTION,f,1,LAURIA D. ANTHONY,3.2,3.2,0,0,,,7.4,7.4,,80,t,t,t,t,t,t,1/5/2023
127747,203455,1409,WYNDHAM GRAND PITTSBURGH - POOL,600 COMMONWEALTH PLACE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15222,40.44174089,-80.00640882,POOLS (INDOOR),2022-12-27T13:30:00,2022-12-27T14:15:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,,,,,8,,7.8,,,50,t,t,t,t,t,t,12/28/2022
127749,203734,739,SPRINGHILL SUITES NORTH SHORE POOL,223 FEDERAL STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15212,40.44861362,-80.00470428,POOLS (INDOOR),2023-01-11T15:40:00,2023-01-12T16:00:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,3.2,,0.6,,,,7,,,30,t,t,f,t,f,t,3/17/2023
127750,203737,1414,HYATT PLACE POOL,260 N SHORE DRIVE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15212,40.44665593,-80.00914723,POOLS (INDOOR),2023-01-11T14:15:00,2023-01-12T14:35:00,FOLLOW UP INSPECTION,t,3,NOBBS SCOTT,,,,,10.8,,,,,,t,t,f,t,t,t,1/18/2023
127751,204091,9097,COMFORT INN & SUITES NORTH SHORE - POOL,820 E OHIO STREET,,Pittsburgh,Pittsburgh,Allegheny County,PA,15212,40.45450327,-79.99626917,POOLS (INDOOR),2023-01-31T10:00:00,2023-02-03T10:45:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,1.2,,0.6,,,,7.2,,,50,t,t,f,t,t,t,2/7/2023
127752,201667,1113,PROVIDENCE POINT SPA,200 ADAMS AVENUE,,Scott Township,PITTSBURGH,Allegheny County,PA,15243,40.37873855,-80.08838325,SPA/HOT TUB (INDOOR),2022-09-20T15:00:00,2022-09-21T16:00:00,INITIAL INSPECTION,f,1,ARMSTRONG RYAN,,,,,3.5,,7.4,,,40,t,t,t,t,t,t,9/22/2022
127753,201675,5802,FAIRFIELD INN & SUITES BY MARRIOTT-MCCANDLESS POOL,901 PROVIDENCE BOULEVARD,,McCandless,PITTSBURGH,Allegheny County,PA,15237,40.57058542,-80.01890454,POOLS (INDOOR),2022-09-19T14:00:00,2022-09-21T15:40:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,,,,,7.65,,7.4,,,60,t,t,f,t,t,t,9/22/2022
127755,201711,677,CHATHAM UNIVERSITY POOL,1 WOODLAND ROAD,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15232,40.44893906,-79.92439675,POOLS (INDOOR),2022-09-20T09:00:00,2022-09-23T09:30:00,INITIAL INSPECTION,t,1,MURPHY COLLEEN,3.6,,0,,,,7.4,,,,t,t,t,t,t,t,9/26/2022
127756,201738,3906,SAMPSON FAMILY YMCA MAIN POOL,2200 GOLDEN MILE HIGHWAY,,Plum,PITTSBURGH,Allegheny County,PA,15239,40.45807353,-79.7076382,POOLS (INDOOR),2022-09-23T15:20:00,2022-09-26T15:25:00,FOLLOW UP INSPECTION,t,3,WILSON ANGELA,,,,,,,,,,,t,t,t,t,t,t,9/26/2022
127757,201741,8540,TOWNEPLACE SUITES BY MARRIOTT SPA,1006 SUTHERLAND DRIVE,,Robinson Township,Pittsburgh,Allegheny County,PA,15205,40.45525474,-80.17216672,SPA/HOT TUB (INDOOR),2022-09-20T15:45:00,2022-09-26T16:10:00,INITIAL INSPECTION,t,1,MANOWN MARYANN,1,,1.5,,,,7,,,55,t,t,f,t,f,t,9/27/2022
127758,201744,1181,COURTYARD BY MARRIOTT SETTLERS RIDGE POOL,5100 CAMPBELLS RUN ROAD,,ROBINSON TOWNSHIP,PITTSBURGH,Allegheny County,PA,15205,40.43889911,-80.15144607,POOLS (INDOOR),2022-09-21T15:40:00,2022-09-26T16:05:00,INITIAL INSPECTION,f,1,MANOWN MARYANN,3.5,,0,,,,7.4,,,50,t,t,t,t,t,t,9/27/2022
127759,201869,915,SARAH HEINZ HOUSE POOL,1 HEINZ STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15212,40.45495568,-79.99279847,POOLS (INDOOR),2022-10-03T11:00:00,2022-10-04T12:00:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,1.4,1.6,0.2,0,,,7.6,7.6,,295,t,t,t,t,t,t,10/5/2022
127763,202147,5781,MORROW PARK CITY APARTMENTS POOL,5250 LIBERTY  AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15224,40.4567333,-79.9402353,POOLS (INDOOR),2022-10-19T14:40:00,2022-10-20T15:00:00,FOLLOW UP INSPECTION,t,2,WOLFE CURRIER,,,,,,,,,,,t,t,f,t,t,t,
127765,202201,1944,RIVERS CLUB MEN'S SPA,301 GRANT STREET, #411,Pittsburgh,PITTSBURGH,Allegheny County,PA,15219,40.43800708,-79.99861019,SPA/HOT TUB (INDOOR),2022-09-27T13:45:00,2022-10-21T14:15:00,FOLLOW UP INSPECTION,t,2,MURPHY COLLEEN,,,,,,,,,,,t,t,t,t,t,t,10/21/2022
127766,202203,1944,RIVERS CLUB MEN'S SPA,301 GRANT STREET, #411,Pittsburgh,PITTSBURGH,Allegheny County,PA,15219,40.43800708,-79.99861019,SPA/HOT TUB (INDOOR),2022-10-21T14:15:00,2022-10-21T14:30:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,,,,,,,,,,,t,t,t,t,t,t,10/21/2022
127767,202268,6464,DRURY INN AIRPORT SPA,101 RIDGE ROAD,,Robinson Township,PITTSBURGH,Allegheny County,PA,15205,40.43752722,-80.15384177,SPA/HOT TUB (INDOOR),2022-10-18T13:25:00,2022-10-25T13:50:00,FOLLOW UP INSPECTION,t,2,MANOWN MARYANN,,,,,8.5,,7.4,,,55,t,t,f,t,t,t,
127769,202378,1944,RIVERS CLUB MEN'S SPA,301 GRANT STREET, #411,Pittsburgh,PITTSBURGH,Allegheny County,PA,15219,40.43800708,-79.99861019,SPA/HOT TUB (INDOOR),2022-10-24T11:00:00,2022-10-31T11:15:00,INITIAL INSPECTION,t,1,MURPHY COLLEEN,,,,,,,,,,,t,t,t,t,t,f,
127770,202379,1943,RIVERS CLUB / INDOOR POOL,301 GRANT STREET,Ste 411,Pittsburgh,PITTSBURGH,Allegheny County,PA,15219,40.43800708,-79.99861019,POOLS (INDOOR),2022-10-24T11:00:00,2022-10-31T11:15:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,,,,,,,,,,,t,t,t,t,t,t,11/1/2022
127772,202473,530,HOLIDAY INN EXPRESS SOUTH SIDE / POOL,20 S 10TH STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15203,40.42992787,-79.98894419,POOLS (INDOOR),2022-11-04T11:30:00,2022-11-07T12:30:00,INITIAL INSPECTION,t,1,CONLEY FAON,4.2,4.2,0.2,0.2,0,0,7.8,7.8,,70,t,t,f,t,t,t,9/21/2023
127773,202584,11239,ARSENAL 201 POOL PHASE II,147 39TH STREET,,Pittsburgh,Pittsburgh,Allegheny County,PA,15201,40.46907506,-79.96522913,POOLS (OUTDOOR),2022-10-27T13:30:00,2022-11-15T14:00:00,INITIAL INSPECTION,t,1,CALIGURI JASON,3,3,0,0,,,7.4,7.4,,80,t,t,f,t,t,t,11/16/2022
127774,202651,2037,PGH ALLEGHENY K - 5 & 6 - 8 POOL,810 ARCH STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15212,40.45323875,-80.00865869,POOLS (SCHOOLS),2022-11-15T13:40:00,2022-11-17T15:00:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,2.8,,0.2,,,,7.4,,,225,t,t,f,t,t,t,11/18/2022
127775,202657,8616,SPRINGHILL SUITES - MARRIOTT  POOL,1000 REGIS AVENUE,,West Mifflin,Pittsburgh,Allegheny County,PA,15236,40.34708531,-79.95166545,POOLS (INDOOR),2022-11-15T11:00:00,2022-11-17T12:00:00,INITIAL INSPECTION,t,1,CONLEY FAON,0.4,0.4,0,0,0,0,8,8,,55,t,t,f,t,t,f,
127779,204849,7735,COMFORT INN SUITES - POOL,180 GAMMA  DRIVE,,O'Hara Township,Pittsburgh,Allegheny County,PA,15238,40.50184687,-79.86039245,POOLS (INDOOR),2023-03-16T12:00:00,2023-03-24T14:00:00,INITIAL INSPECTION,t,1,FREEMAN MICHELE,0,0,0,0,0,0,7.4,7.4,<50,,t,t,t,t,t,f,3/27/2023
127780,204887,5363,TOWNEPLACE SUITES BY MARRIOTT POOL,2785 FREEPORT   ROAD,,Harmar Township,PITTSBURGH,Allegheny County,PA,15238,40.53877486,-79.8326849,POOLS (INDOOR),2023-03-23T11:00:00,2023-03-27T12:00:00,INITIAL INSPECTION,t,1,FREEMAN MICHELE,2.6,2.6,0.2,0.2,0,0,7.8,7.8,<50,55,t,t,t,t,t,t,
127782,205001,11360,MARRIOTT CITY CENTER / PITTSBURGH /  POOL,112 WASHINGTON PLACE,,Pittsburgh,Pittsburgh,Allegheny County,PA,15219,40.43934764,-79.99294229,POOLS (INDOOR),2023-04-03T13:00:00,2023-04-03T15:00:00,INITIAL INSPECTION,t,1,DAILY NATHAN,0,0,,,,,7.1,7.1,,55,t,t,f,t,f,f,5/4/2023
127783,205097,9097,COMFORT INN & SUITES NORTH SHORE - POOL,820 E OHIO STREET,,Pittsburgh,Pittsburgh,Allegheny County,PA,15212,40.45450327,-79.99626917,POOLS (INDOOR),2023-04-04T09:00:00,2023-04-07T09:30:00,INITIAL INSPECTION,f,1,NOBBS SCOTT,,,,,,,,,,,t,t,t,t,t,t,4/7/2023
127786,205223,747,COMFORT INN PITTSBURGH EAST SPA,699 RODI ROAD,,Wilkins Township,PITTSBURGH,Allegheny County,PA,15235,40.44329575,-79.82655393,SPA/HOT TUB (INDOOR),2023-04-13T14:01:00,2023-04-14T14:40:00,INITIAL INSPECTION,t,1,WILSON ANGELA,14,,1.4,,,,8,,,,t,t,f,t,f,f,12/14/2023
127787,205343,1333,BARRACK OBAMA ACADEMY 6-12 POOL,515 N HIGHLAND AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15206,40.4670706,-79.92259876,POOLS (SCHOOLS),2023-04-18T10:00:00,2023-04-20T11:00:00,INITIAL INSPECTION,f,1,FREEMAN MICHELE,1,1.2,0.2,0.2,0,0,7.4,7.4,<50,430,t,t,t,t,t,t,4/21/2023
127792,201170,2133,ALCOMA ON THE GREEN POOL,225 ALCOMA BOULEVARD,#114,Penn Hills,PITTSBURGH,Allegheny County,PA,15235,40.48537735,-79.80116317,POOLS (OUTDOOR),2022-08-17T14:00:00,2022-08-18T14:20:00,FOLLOW UP INSPECTION,t,3,WILSON ANGELA,,,,,,,,,,,t,t,f,t,t,t,8/18/2022
127793,201171,10939,BOWER HILL III APTS - POOL,1170 BOWER HILL ROAD,,Mount Lebanon,Pittsburgh,Allegheny County,PA,15243,40.37679027,-80.07244576,POOLS (OUTDOOR),2022-08-17T14:40:00,2022-08-18T15:05:00,FOLLOW UP INSPECTION,t,2,WOLFE CURRIER,4,,0,,,,7.4,,35,90,t,t,f,t,f,t,8/23/2022
127794,201173,9697,HAMPSHIRE HOUSE APT POOL,195 MT LEBANON BOULEVARD,,Mount Lebanon,Pittsburgh,Allegheny County,PA,15228,40.36832596,-80.03882407,POOLS (OUTDOOR),2022-08-17T14:15:00,2022-08-18T14:20:00,FOLLOW UP INSPECTION,t,2,WOLFE CURRIER,,,,,,,7,,,120,t,t,t,t,f,t,8/25/2023
127795,201182,2444,CHESTNUT RIDGE APARTMENT POOL,3200 CHESTNUT RIDGE ROAD,,ROBINSON TOWNSHIP,PITTSBURGH,Allegheny County,PA,15205,40.43571688,-80.15596591,POOLS (OUTDOOR),2022-08-18T15:50:00,2022-08-19T16:00:00,FOLLOW UP INSPECTION,t,3,MANOWN MARYANN,,,,,,,,,,,t,t,f,t,t,t,8/22/2022
127796,201186,6763,CLEVER PARK POOL,115 ROBINSON POOL DRIVE,,Robinson Township,PITTSBURGH,Allegheny County,PA,15136,40.46759505,-80.13238101,POOLS (OUTDOOR),2022-08-18T15:15:00,2022-08-19T15:30:00,FOLLOW UP INSPECTION,t,3,MANOWN MARYANN,,,,,,,,,,,t,t,f,t,t,t,
127798,201303,2023,TRIMONT RESIDENTIAL CONDOS POOL,1 TRIMONT LANE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15211,40.43822854,-80.02018731,POOL (CONDO OUTDOOR),2022-08-26T11:00:00,2022-08-26T11:05:00,FOLLOW UP INSPECTION,t,5,O'BRIEN JEFF,,,,,,,,,,,t,t,f,t,t,t,8/29/2022
127799,205398,408,PGH CARRICK HIGH SCHOOL POOL,125 PARKFIELD STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15210,40.3908185,-79.98940576,POOLS (SCHOOLS),2023-04-24T11:15:00,2023-04-24T11:55:00,INITIAL INSPECTION,f,1,ZIRNGIBL BARBARA,2.4,2.4,0,,,,7.4,7.4,,550,t,t,t,t,t,t,4/25/2023
127801,205656,2002,JEWISH COMMUNITY CENTER LAP POOL,5738 FORBES AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15217,40.43766873,-79.92390396,POOLS (INDOOR),2023-05-08T09:00:00,2023-05-10T09:30:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,2.6,,0,,,,7.4,,,350,t,t,t,t,t,t,5/11/2023
127802,205658,2004,JEWISH COMMUNITY CENTER WOMEN'S SPA,5738 FORBES AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15217,40.43766873,-79.92390396,SPA/HOT TUB (INDOOR),2023-05-08T09:45:00,2023-05-10T10:00:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,3,,0,,,,7.6,,,60,t,t,t,t,t,t,5/11/2023
127804,205782,1393,HYATT HOUSE SOUTHSIDE WORKS - POOL,2795 S WATER STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15203,40.42828512,-79.96392123,POOLS (INDOOR),2023-05-15T14:00:00,2023-05-17T14:15:00,FOLLOW UP INSPECTION,t,2,ZIRNGIBL BARBARA,2,,0.2,,,,7.2,,,250,t,t,t,t,t,t,5/23/2023
127805,205783,1393,HYATT HOUSE SOUTHSIDE WORKS - POOL,2795 S WATER STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15203,40.42828512,-79.96392123,POOLS (INDOOR),2023-05-15T13:30:00,2023-05-17T14:00:00,INITIAL INSPECTION,f,1,ZIRNGIBL BARBARA,2,,0.2,,,,7.2,,,250,t,t,t,t,t,t,5/23/2023
127806,205785,10417,2626 SOUTH SIDE FLATS - POOL,2626 TUNNEL BOULEVARD,,Pittsburgh,Pittsburgh,Allegheny County,PA,15203,40.42913831,-79.96692782,POOLS (INDOOR),2023-05-15T15:00:00,2023-05-17T15:45:00,INITIAL INSPECTION,f,1,ZIRNGIBL BARBARA,3,,0.2,,,,7.4,,,98,t,t,t,t,t,t,5/23/2023
127807,205969,953,BALDWIN HIGH SCHOOL POOL,4653 CLAIRTON BOULEVARD,,Whitehall,PITTSBURGH,Allegheny County,PA,15236,40.35564173,-79.97734307,POOLS (SCHOOLS),2023-05-31T09:30:00,2023-05-31T09:35:00,FOLLOW UP INSPECTION,t,5,O'BRIEN JEFF,,,,,,,,,,,t,t,f,t,t,t,5/31/2023
127808,205986,10717,CONNECTIONS AT SOUTH SIDE - POOL,2984 SIDNEY STREET,,Pittsburgh,Pittsburgh,Allegheny County,PA,15203,40.42505919,-79.96185879,POOLS (OUTDOOR),2023-05-31T11:00:00,2023-05-31T11:45:00,INITIAL INSPECTION,t,1,ZIRNGIBL BARBARA,1.2,,0,,,,7.2,,50,70,t,t,f,t,t,t,7/19/2023
127809,206020,2353,BRENTWOOD MIDDLE/HIGH SCHOOL POOL,3601 BROWNSVILLE ROAD,,Brentwood,PITTSBURGH,Allegheny County,PA,15227,40.37435979,-79.97410948,POOLS (SCHOOLS),2023-06-01T11:30:00,2023-06-02T12:30:00,INITIAL INSPECTION,f,1,CONLEY FAON,5,5,0,0,,,7.2,7.2,,600,t,t,t,t,t,t,6/2/2023
127811,201355,669,DAYS INN - BANKSVILLE POOL,1150 BANKSVILLE ROAD,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15216,40.41920306,-80.03026905,POOLS (OUTDOOR),2022-08-22T10:30:00,2022-08-30T10:45:00,FOLLOW UP INSPECTION,t,3,MANOWN MARYANN,,,,,,,,,,55,t,t,f,t,t,t,9/1/2022
127813,201461,5902,THE RIDGE @ ROBINSON POOL,1501 MEREDITH DRIVE,,Robinson Township,PITTSBURGH,Allegheny County,PA,15205,40.44197976,-80.14335684,POOLS (OUTDOOR),2022-09-02T14:40:00,2022-09-07T14:45:00,FOLLOW UP INSPECTION,t,5,MANOWN MARYANN,,,,,,,,,,,t,t,t,t,t,t,
127814,201525,360,MARRIOTT CITY CENTER / PITTSBURGH /  POOL,112 WASHINGTON PLACE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15219,40.43934764,-79.99294229,POOLS (INDOOR),2022-09-09T14:30:00,2022-09-12T15:00:00,INITIAL INSPECTION,f,1,LAURIA D. ANTHONY,,,,,,,,,,,t,t,t,t,t,t,9/12/2022
127816,201684,2298,CHARLEMAGNE II POOL,4000 CHARLEMAGNE CIRCLE,,Ross Township,PITTSBURGH,Allegheny County,PA,15237,,,POOL (CONDO OUTDOOR),2022-09-21T15:00:00,2022-09-22T15:25:00,FOLLOW UP INSPECTION,t,3,NOBBS SCOTT,,,,,,,,,,60,t,t,f,t,t,t,7/11/2023
127817,201712,678,CHATHAM UNIVERSITY  SPA, WOODLAND ROAD,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15232,,,SPA/HOT TUB (INDOOR),2022-09-20T09:30:00,2022-09-23T09:45:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,,,,,,,,,,,t,t,t,t,t,t,9/20/2022
127818,201732,10417,2626 SOUTH SIDE FLATS - POOL,2626 TUNNEL BOULEVARD,,Pittsburgh,Pittsburgh,Allegheny County,PA,15203,40.42913831,-79.96692782,POOLS (INDOOR),2022-09-23T10:00:00,2022-09-26T10:15:00,FOLLOW UP INSPECTION,t,2,CONLEY FAON,4.2,4.2,0,0,0,0,7.4,7.4,,125,t,t,f,t,t,t,9/27/2022
127819,201733,10418,2626 SOUTH SIDE FLATS - SPA,2626 TUNNEL  BOULEVARD,,Pittsburgh,Pittsburgh,Allegheny County,PA,15203,40.42913831,-79.96692782,SPA/HOT TUB (INDOOR),2022-09-23T10:30:00,2022-09-26T10:40:00,FOLLOW UP INSPECTION,t,2,CONLEY FAON,4.2,4.2,0,0,0,0,7.4,7.4,,125,t,t,f,t,t,t,9/27/2022
127820,201739,3901,SAMPSON FAMILY YMCA THERAPY POOL,2200 GOLDEN MILE HIGHWAY,,Plum,PITTSBURGH,Allegheny County,PA,15239,40.45807353,-79.7076382,POOLS (INDOOR),2022-09-23T15:26:00,2022-09-26T15:30:00,FOLLOW UP INSPECTION,t,3,WILSON ANGELA,,,,,,,,,,,t,t,t,t,t,t,9/26/2022
127822,201813,1212,RESIDENCE INN BY MARRIOTT POOL,3455 WILLIAM PENN HIGHWAY,,Wilkins Township,PITTSBURGH,Allegheny County,PA,15235,40.43124954,-79.81150365,POOLS (INDOOR),2022-09-28T10:00:00,2022-09-29T10:39:00,FOLLOW UP INSPECTION,t,2,WILSON ANGELA,18.6,,,,,,7.6,,,85,t,t,f,t,t,t,5/10/2023
127823,201837,1399,HOME 2 SUITES POOL,8630 DUNCAN AVENUE,,McCandless,PITTSBURGH,Allegheny County,PA,15237,40.56167424,-80.02703422,POOLS (INDOOR),2022-09-29T14:30:00,2022-09-30T15:30:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,1.8,,0.4,,,,7.2,,,70,t,t,f,t,t,t,10/3/2022
127824,201936,936,HAMPTON INN & SUITES POOL,1247 SMALLMAN STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15222,40.44713583,-79.99241264,POOLS (INDOOR),2022-10-03T10:00:00,2022-10-06T10:45:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,1,,0,,,,7.4,,,65,t,t,t,t,t,t,10/6/2022
127827,202050,750,GREENBRIER VILLAGE APARTMENTS POOL,1701 GREENVALLEY DRIVE,,Scott Township,PITTSBURGH,Allegheny County,PA,15220,40.3980219,-80.06187723,POOLS (OUTDOOR),2022-10-13T10:10:00,2022-10-13T10:20:00,FOLLOW UP INSPECTION,t,2,NOBBS SCOTT,,,,,,,,,,,t,t,f,t,t,t,8/25/2023
127829,202115,2035,YMCA / ALLEGHENY POOL,600 W NORTH AVENUE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15212,40.45456719,-80.01283356,POOLS (INDOOR),2022-10-17T13:15:00,2022-10-18T14:00:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,1,1,0.2,0.4,,,7.4,7.4,,100,t,t,t,t,t,t,10/21/2022
127830,202146,8376,MORROW PARK CITY APARTMENTS SPA,5250 LIBERTY AVENUE,,Pittsburgh,Pittsburgh,Allegheny County,PA,15224,40.4567333,-79.9402353,SPA/HOT TUB (INDOOR),2022-10-19T14:30:00,2022-10-20T14:40:00,FOLLOW UP INSPECTION,t,2,WOLFE CURRIER,,,,,,,,,,,t,t,f,t,t,t,
127833,202204,1944,RIVERS CLUB MEN'S SPA,301 GRANT STREET, #411,Pittsburgh,PITTSBURGH,Allegheny County,PA,15219,40.43800708,-79.99861019,SPA/HOT TUB (INDOOR),2022-10-21T14:30:00,2022-10-21T14:45:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,,,,,,,,,,,t,t,t,t,t,t,10/21/2022
127834,202206,5501,HAMPTON INN & SUITES / SETTLERS RIDGE POOL,5000 CAMPBELLS RUN ROAD,,Robinson Township,PITTSBURGH,Allegheny County,PA,15205,40.43851435,-80.15028233,POOLS (INDOOR),2022-10-11T15:45:00,2022-10-21T16:05:00,INITIAL INSPECTION,t,1,MANOWN MARYANN,3,,0,,,,7.2,,,50,t,t,t,t,t,t,10/24/2022
127836,202267,6463,DRURY INN AIRPORT POOL,101 RIDGE ROAD,,Robinson Township,PITTSBURGH,Allegheny County,PA,15205,40.43752722,-80.15384177,POOLS (INDOOR),2022-10-18T13:00:00,2022-10-25T13:25:00,FOLLOW UP INSPECTION,t,2,MANOWN MARYANN,,,,,9,,7.6,,,55,t,t,f,t,t,t,
127837,202380,5443,THE YARDS @ 3 CROSSINGS - SPA,2625 RAILROAD  STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15222,40.4565785,-79.9798733,SPA/HOT TUB (OUTDOOR),2022-10-24T11:30:00,2022-10-31T11:45:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,,,,,,,,,,,t,t,t,t,t,t,11/1/2022
127838,202435,2028,LANGLEY K-8 POOL,2940 SHERADEN  BOULEVARD,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15204,40.45453986,-80.05467276,POOLS (SCHOOLS),2022-11-02T13:30:00,2022-11-04T14:15:00,FOLLOW UP INSPECTION,t,2,SCHLAICH ELLIOT,4,4,0,0,,,7.4,7.4,,210,t,t,f,t,t,t,11/8/2022
127839,202444,1212,RESIDENCE INN BY MARRIOTT POOL,3455 WILLIAM PENN HIGHWAY,,Wilkins Township,PITTSBURGH,Allegheny County,PA,15235,40.43124954,-79.81150365,POOLS (INDOOR),2022-11-02T15:20:00,2022-11-04T15:25:00,FOLLOW UP INSPECTION,t,3,WILSON ANGELA,,,,,,,,,,,t,t,f,t,t,t,5/10/2023
127841,202807,1208,PITTSBURGH PLAZA HOTEL - PITTSBURGH WEST POOL,401 HOLIDAY DRIVE,,Green Tree,PITTSBURGH,Allegheny County,PA,15220,40.42041124,-80.05668266,POOLS (OUTDOOR),2022-11-18T15:15:00,2022-11-23T15:20:00,FOLLOW UP INSPECTION,t,4,MANOWN MARYANN,,,,,,,,,,,t,t,t,t,t,t,11/25/2022
127842,202946,341,BROOKDALE MT. LEBANON SPA,1050 MCNEILLY ROAD,,Mount Lebanon,PITTSBURGH,Allegheny County,PA,15226,40.38821003,-80.02495444,SPA/HOT TUB (INDOOR),2022-11-30T13:45:00,2022-12-01T14:15:00,INITIAL INSPECTION,t,1,SCHLAICH ELLIOT,,,,,5,5,7.4,7.4,,45,t,t,t,t,t,t,5/2/2023
127844,203134,8557,UPPER ST CLAIR HIGH SCHOOL DIVE POOL ,1825 MCLAUGHLIN RUN  ROAD,,Upper St Clair Township,Pittsburgh,Allegheny County,PA,15241,40.33465693,-80.07081198,POOLS (SCHOOLS),2022-12-07T12:00:00,2022-12-08T12:30:00,INITIAL INSPECTION,f,1,LAURIA D. ANTHONY,3.4,3.4,0,0,,,7.4,7.4,,567,t,t,t,t,t,t,12/8/2022
127845,204140,7735,COMFORT INN SUITES - POOL,180 GAMMA  DRIVE,,O'Hara Township,Pittsburgh,Allegheny County,PA,15238,40.50184687,-79.86039245,POOLS (INDOOR),2023-02-06T12:00:00,2023-02-07T13:00:00,FOLLOW UP INSPECTION,t,3,FREEMAN MICHELE,15.4,15.4,0.2,0.2,0,0,7.8,7.8,0,,t,t,f,t,t,f,
127846,204270,2203,NORTHGATE JR / SR HIGH SCHOOL - POOL,589 UNION AVENUE,,Bellevue,PITTSBURGH,Allegheny County,PA,15202,40.50646749,-80.05699088,POOLS (SCHOOLS),2023-02-15T12:00:00,2023-02-16T12:39:00,INITIAL INSPECTION,f,1,LAURIA D. ANTHONY,1.5,1.5,0,0,,,7.4,7.4,,650,t,t,t,t,t,t,2/21/2023
127847,204577,1112,PROVIDENCE POINT POOL,200 ADAMS AVENUE,,Scott Township,PITTSBURGH,Allegheny County,PA,15243,40.37873855,-80.08838325,POOLS (INDOOR),2023-03-07T13:40:00,2023-03-08T14:00:00,INITIAL INSPECTION,f,1,DAILY NATHAN,,,,,5,,7.3,,,35,t,t,t,t,t,t,3/16/2023
127848,204746,10739,CAMBRIA SUITES PGH @ PPG PAINTS ARENA SPA,1320 CENTRE AVENUE,,Pittsburgh,Pittsburgh,Allegheny County,PA,15219,40.44009334,-79.98798104,SPA/HOT TUB (INDOOR),2023-03-08T09:00:00,2023-03-20T11:00:00,FOLLOW UP INSPECTION,t,3,DAILY NATHAN,0.6,,0.6,,,,7.4,,,45,t,t,f,t,t,t,1/5/2024
127849,204772,1007,LA FITNESS PLEASANT HILLS POOL,601 CLAIRTON BOULEVARD,,Pleasant Hills,PITTSBURGH,Allegheny County,PA,15236,40.33221382,-79.94402761,POOLS (INDOOR),2023-03-21T09:15:00,2023-03-21T10:15:00,FOLLOW UP INSPECTION,t,2,CONLEY FAON,2,2,0,0,,,7.8,7.8,,80,t,t,f,t,f,t,10/24/2023
